DRUG	C0585362	SUB	841	1
DRUG	C0585362	SUB	3621	1
DRUG	C0585362	SUB	5290	1
DRUG	C0585362	SUB	5728	1
DRUG	C0585362	SUB	8795	1
DRUG	C0280324	SUB	3621	1
DRUG	C0280324	SUB	5728	1
DRUG	C0280324	SUB	8795	1
DRUG	C0007102	SUB	2	1
DRUG	C0007102	SUB	59	1
DRUG	C0007102	SUB	72	1
DRUG	C0007102	SUB	143	1
DRUG	C0007102	SUB	219	1
DRUG	C0007102	SUB	240	1
DRUG	C0007102	SUB	242	1
DRUG	C0007102	SUB	324	1
DRUG	C0007102	SUB	332	1
DRUG	C0007102	SUB	430	1
DRUG	C0007102	SUB	538	1
DRUG	C0007102	SUB	578	1
DRUG	C0007102	SUB	581	1
DRUG	C0007102	SUB	595	1
DRUG	C0007102	SUB	596	1
DRUG	C0007102	SUB	673	1
DRUG	C0007102	SUB	781	1
DRUG	C0007102	SUB	873	1
DRUG	C0007102	SUB	894	1
DRUG	C0007102	SUB	902	1
DRUG	C0007102	SUB	1026	1
DRUG	C0007102	SUB	1045	1
DRUG	C0007102	SUB	1158	1
DRUG	C0007102	SUB	1356	1
DRUG	C0007102	SUB	1410	1
DRUG	C0007102	SUB	1499	1
DRUG	C0007102	SUB	1592	1
DRUG	C0007102	SUB	1670	1
DRUG	C0007102	SUB	1755	1
DRUG	C0007102	SUB	1786	1
DRUG	C0007102	SUB	1806	1
DRUG	C0007102	SUB	1890	1
DRUG	C0007102	SUB	1956	1
DRUG	C0007102	SUB	2064	1
DRUG	C0007102	SUB	2122	1
DRUG	C0007102	SUB	2153	1
DRUG	C0007102	SUB	2203	1
DRUG	C0007102	SUB	2348	1
DRUG	C0007102	SUB	2475	1
DRUG	C0007102	SUB	2520	1
DRUG	C0007102	SUB	2535	1
DRUG	C0007102	SUB	2596	1
DRUG	C0007102	SUB	2641	1
DRUG	C0007102	SUB	2898	1
DRUG	C0007102	SUB	2949	1
DRUG	C0007102	SUB	2982	1
DRUG	C0007102	SUB	3158	1
DRUG	C0007102	SUB	3280	1
DRUG	C0007102	SUB	3306	1
DRUG	C0007102	SUB	3315	1
DRUG	C0007102	SUB	3383	1
DRUG	C0007102	SUB	3399	1
DRUG	C0007102	SUB	3458	1
DRUG	C0007102	SUB	3481	1
DRUG	C0007102	SUB	3484	1
DRUG	C0007102	SUB	3553	1
DRUG	C0007102	SUB	3557	1
DRUG	C0007102	SUB	3604	1
DRUG	C0007102	SUB	3627	1
DRUG	C0007102	SUB	3679	1
DRUG	C0007102	SUB	3700	1
DRUG	C0007102	SUB	3725	1
DRUG	C0007102	SUB	3757	1
DRUG	C0007102	SUB	3845	1
DRUG	C0007102	SUB	3952	1
DRUG	C0007102	SUB	4023	1
DRUG	C0007102	SUB	4057	1
DRUG	C0007102	SUB	4129	1
DRUG	C0007102	SUB	4171	1
DRUG	C0007102	SUB	4224	1
DRUG	C0007102	SUB	4288	1
DRUG	C0007102	SUB	4292	1
DRUG	C0007102	SUB	4316	1
DRUG	C0007102	SUB	4318	1
DRUG	C0007102	SUB	4321	1
DRUG	C0007102	SUB	4524	1
DRUG	C0007102	SUB	4595	1
DRUG	C0007102	SUB	4609	1
DRUG	C0007102	SUB	4790	1
DRUG	C0007102	SUB	4843	1
DRUG	C0007102	SUB	4851	1
DRUG	C0007102	SUB	4904	1
DRUG	C0007102	SUB	4953	1
DRUG	C0007102	SUB	5020	1
DRUG	C0007102	SUB	5071	1
DRUG	C0007102	SUB	5111	1
DRUG	C0007102	SUB	5121	1
DRUG	C0007102	SUB	5268	1
DRUG	C0007102	SUB	5423	1
DRUG	C0007102	SUB	5468	1
DRUG	C0007102	SUB	5606	1
DRUG	C0007102	SUB	5608	1
DRUG	C0007102	SUB	5743	1
DRUG	C0007102	SUB	5782	1
DRUG	C0007102	SUB	5795	1
DRUG	C0007102	SUB	5970	1
DRUG	C0007102	SUB	5981	1
DRUG	C0007102	SUB	6275	1
DRUG	C0007102	SUB	6280	1
DRUG	C0007102	SUB	6364	1
DRUG	C0007102	SUB	6513	1
DRUG	C0007102	SUB	6566	1
DRUG	C0007102	SUB	6573	1
DRUG	C0007102	SUB	6580	1
DRUG	C0007102	SUB	6648	1
DRUG	C0007102	SUB	6678	1
DRUG	C0007102	SUB	6714	1
DRUG	C0007102	SUB	6774	1
DRUG	C0007102	SUB	6817	1
DRUG	C0007102	SUB	6876	1
DRUG	C0007102	SUB	6934	1
DRUG	C0007102	SUB	6941	1
DRUG	C0007102	SUB	7048	1
DRUG	C0007102	SUB	7124	1
DRUG	C0007102	SUB	7157	1
DRUG	C0007102	SUB	7158	1
DRUG	C0007102	SUB	7170	1
DRUG	C0007102	SUB	7298	1
DRUG	C0007102	SUB	7372	1
DRUG	C0007102	SUB	7422	1
DRUG	C0007102	SUB	7490	1
DRUG	C0007102	SUB	8313	1
